Company Name,Original_Number,URL,is_b2b,is_b2b_reason,serves_1000,serves_1000_reason,found_number,sales_pitch,description,matched_golden_partner,match_reasoning,Industry,Matched Partner Description,Avg Leads Per Day,Rank,B2B Indicator,Phone Outreach Suitability,Target Group Size Assessment,Products/Services Offered,USP/Key Selling Points,Customer Target Segments,Business Model,Company Size Inferred,Innovation Level Indicators,Website Clarity Notes,Original Row Number,ScrapeStatus
Hebetechnik GmbH,,http://www.ght-hebetechnik.de,Yes,"The company provides 'business solutions' such as 'Parkraumbewirtschaftung, Schranken, Drehkreuze, Strom-Ladeinfrastruktur, Tankautomaten, Kassen- und Parkscheinautomaten' for 'Unternehmen jeder Branche, Tankstellen, Bauwirtschaft, Kommunen und ÖPNV'.",Yes,"The company offers services to various industries including 'Bauwirtschaft, Busunternehmen, Campingplätze, Hotel | Kongresszentren, Kliniken | Rehazentren, Kommunen | ÖPNV, Logistik | Speditionen, Tankstellen, Wertstoffhof', suggesting a large customer base and scalable operations.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine innovative App für digitale Vermessung und Navigation im Tiefbau anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","ght GmbH is a German company specializing in providing solutions for parking, electric vehicle charging, fueling, access control, and automated payment systems. They offer a range of products and services, including automated payment machines, charging stations with payment and billing systems, parking ticket machines, and tank systems for various fuels including HVO 100 diesel. Their services encompass planning, installation, maintenance, and support for these systems, catering to industries such as construction, bus companies, campsites, hotels, hospitals, municipalities, logistics, gas stations and recycling centers. ght GmbH emphasizes providing comprehensive solutions from a single source, combining hardware, software, and services to improve flexibility and efficiency for their customers. They offer solutions like license plate recognition for parking management, mobile authorization apps, and software for managing tank systems. The company also provides services such as UVV safety inspections for barriers and remote maintenance. ght GmbH targets businesses of all sizes in various sectors, including tank stations, construction, municipalities, and public transport, focusing on delivering tailored solutions to meet individual customer needs. They also highlight their commitment to quality and optimized business processes through certifications.",SitePlan GmbH,Gemeinsame Zielgruppe: Bauunternehmen; Ähnliche Produkte/Services: Digitale Lösungen für die Baubranche (z.B. Vermessung und Navigation); Technologische Ausrichtung: GPS-gestützte Karten und GNSS-Technologie,Parking and Fueling Solutions,"Industry: Software for Civil Engineering / Construction Tech; Services/Products: An innovative app for digital surveying and navigation in civil engineering; Transforms digital construction plans into GPS-supported maps; GPS navigation in construction plans; Georeferenced photo documentation; Precise surveying with GNSS technology; Real-time collaboration.; Target Audience: Construction companies (specifically in civil engineering / underground construction).; Business Model: App-based software solution / Product-driven.; Company Size: Unknown/Not Specified; Innovation Level: Innovative app; Digital surveying and navigation solution; GPS-supported maps; GNSS technology; Real-time collaboration; Focus on digitalization and automation in civil engineering; ""Revolutionizes your way of working.""",5.0,11,True,True,Appears Large / >=500 potential,Automated payment machines; Charging stations with payment and billing systems; Parking ticket machines; Tank systems for various fuels; License plate recognition for parking management; Mobile authorization apps; Software for managing tank systems,"Comprehensive solutions from a single source; Tailored solutions to meet individual customer needs; Combining hardware, software, and services",Construction companies; Bus companies; Campsites; Hotels; Hospitals; Municipalities; Logistics companies; Gas stations; Recycling centers,"Solutions provider with hardware, software, and service components",SME,Highlights use of license plate recognition and mobile authorization apps.,The business model and target audience are clearly articulated in the summary.,598.0,Success
Classic Shoes,,http://www.derschuhkeller.de,No,"The text describes a retail shoe store selling directly to consumers: ""EINE GROßE AUSWAHL AN SCHUHEN, TASCHEN UND ACCESSOIRES Lassen Sie sich inspirieren"".",No,"The text mentions ""2140 Zufriedene Kunden"", but the business is a local retail store, implying limited capacity and a focus on individual customers in Nagold.",,,,,Pre-qualification failed: Not_B2B,Retail Sector (B2B),,,,,,,,,,,,,,599.0,Success
Hagn,,http://www.hagn-partner.de,Yes,"The firm offers services in ""Handels- und Gesellschaftsrecht"" (Commercial and Corporate Law) indicating B2B services.",No,"The text describes a local law firm in Ingolstadt with a specific team of lawyers, suggesting a limited, localized scale. There is no indication of serving a large number of clients.",,,,,Pre-qualification failed: Capacity_Under_1000,Business Consulting / Management Consulting,,,,,,,,,,,,,,600.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
MIS - Medicine Information Services GmbH,,http://www.medinfoservices.de,Yes,"The company explicitly states it is a ""Partner für medizinisch-wissenschaftliche Aufgaben"" and offers services to medical-scientific departments, indicating a B2B focus.",Yes,"The company mentions supporting medical-scientific departments, regardless of size, and having ""zahlreiche bisherige Kunden"" (numerous previous customers) suggesting a scalable service model and the potential to serve a large number of clients.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Wellness-Technologie, das Produkte wie Kristallmatten mit Biophotonen und Magnetfeldtherapie anbietet und sich an alternative Gesundheitspraktiker und Einzelpersonen richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","MIS – Medicine Information Services GmbH is a German company offering medical and scientific services, primarily aimed at supporting medical and scientific departments of varying sizes. Their services include the development and support of food supplements, medical-scientific marketing support (specifically in formulating scientifically sound ""Health Claims"" for marketing materials), and medical writing for both expert and lay audiences. They assist in navigating the strict regulations surrounding food supplements and health claims, aiming to reduce development times and ensure regulatory compliance. The company also publishes articles on topics like epigenetics and spermidine. The company's data privacy statement indicates a commitment to GDPR compliance. The business model appears to be consulting and service-based, offering expertise to companies in the health and nutrition sectors. The company emphasizes its long-standing experience and individualized support.",Elvari,Überschneidung im Bereich Gesundheitsprodukte und Dienstleistungen.; Mögliche Synergien bei der Vermarktung von Produkten für medizinische und wissenschaftliche Abteilungen.; Beide Unternehmen bieten Produkte für den Gesundheits- und Wellnessbereich an.,Medical and Scientific Services,"Industry: Holistic Health Products; Wellness Technology; Services/Products: Elvari Crystal Mat 2.0 (combining biophotons, pulsating magnetic field, infrared deep heat, chakra crystals, negative ions, Schumann resonance); Crystal Belt 2.0; Grounding Bundle.; Target Audience: Practitioners (e.g., alternative health practitioners/Heilpraktiker, as suggested by billing options like GoH); Individuals seeking holistic health solutions.; Business Model: Product-driven (sales of physical health products); Offers leasing and financing options for product acquisition.; Company Size: Unknown/Not Specified; Innovation Level: ""Innovative health products""; ""22 Upgrades""; ""seven new magnetic field programs""; ""improved timer function""; ""compatibility with previous models""; The product itself combines multiple advanced applications (biophotons, pulsating magnetic field, etc.).",5.0,18,True,True,Appears Medium,Development and support of food supplements; Medical-scientific marketing support (Health Claims); Medical writing,Expertise in food supplement development; Formulating scientifically sound Health Claims; Navigating strict regulations; Individualized support,Medical and scientific departments of varying sizes,Consulting and service-based,SME,Summary mentions publishing articles on topics like epigenetics and spermidine.,The business model and target audience are reasonably clear from the summary.,602.0,Success
Hessisches Landeskriminalamt,,http://www.hlka.de,,,,,,,,,No text collected from website scraping and no fallback,Unknown/Not Specified,,,,,,,,,,,,,,603.0,HTTPError_403
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
IPW INGENIEURPLANUNG,'+49 54 078800,http://www.ingenieurplanung.de,Yes,"The company provides engineering and planning services such as ""Straßenentwurf Städtebau Verkehrsplanung Immissionsschutz Wasserwirtschaft Freiraumplanung Umweltplanung Bauüberwachung Ingenieurvermessung"", indicating B2B services.",Yes,"The company works on large-scale infrastructure projects like ""Neubau A 281 (BA 4) mit Weserquerung"" and ""Ausbau des Westschnellweges (B 6)"", suggesting a capacity to serve a large number of customers.",,,,,LLM Partner Matching Failed or No Match Found,Engineering and Planning,,,,True,True,Appears Medium,Road design; Urban planning; Traffic planning; Immission control (noise and air pollution); Water management; Open space planning; Environmental planning; Construction supervision; Engineering surveying,Innovative construction planning; Sustainability in public spaces; Interdisciplinary collaboration; Creative and cost-transparent solutions,Administrations; Political bodies; Citizens,Service-oriented; Project-based consulting,SME,focus on innovative construction planning,The business model and services are clearly articulated. The target audience is also relatively clear.,605.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
O2 Partnershop,,http://www.o2-bodensee.de,Yes,"STRATO is a domain registrar, providing services to businesses and individuals. Domain registration is often a B2B service.",Yes,"STRATO, as a domain registrar, likely serves a large number of customers. The presence of multiple language options suggests a global reach and a large customer base.",,,,,LLM Partner Matching Failed or No Match Found,Domain Registration and Hosting,,,,,,Unknown,Domain registration; Hosting services,,,Domain registration and hosting services provider,Unknown/Not Specified,,The summary indicates that the domain is reserved and offers domain registration and hosting services. Target group and specific business model details are not available.,608.0,Success
Hilcona Gourmet,'+41 58 895 95 95,http://www.hilcona.de,Yes,"The text mentions ""Hilcona Foodservice"" and ""Speziell für Gastronomie und Großverteiler"", indicating a B2B focus.",Yes,"The mention of ""Großverteiler"" (large distributors) and ""Foodservice"" suggests a capacity to serve a large number of customers.",,,,,LLM Partner Matching Failed or No Match Found,Food Production,,,,True,True,Appears Medium,Fresh pasta; Gnocchi; To Go-Salate (salads),Freshness and quality; Taste like handmade; Crunchy & Easy Gnocchi for air fryers,Retail customers; Foodservice industry,Production and distribution of fresh food products to retail and foodservice sectors,Large Enterprise,"Highlights 'Besseresser-Versprechen' (Better Eater Promise), indicating a commitment to quality and taste.",Business model and target groups are reasonably clear from the summary.,609.0,Success
Bode Panzer,'+49 541 98256620,http://www.bode-panzer.de,Yes,"The text mentions services for 'Safes, Wertschutzschränken und Tresorräumen', including services for 'geschäftlich genutzte Panzerschränke oder Banktresore', indicating B2B services.",Yes,"The company offers services for bank vaults ('Banktresore') and mentions multiple access mechanisms, suggesting a scalable operation that can serve a large number of customers.",,,,,LLM Partner Matching Failed or No Match Found,Safe and Vault Services,,,,True,True,Appears Medium,Emergency opening; Repair; Maintenance; Retrofitting; Replacement key production; Transport; Disposal of safes; Safe lock services (electronic and mechanical),Discretion; Careful planning; Wide range of services for safes and vaults,Home safe owners; Banks,Service-oriented; Repair and maintenance,SME,Summary mentions electronic and mechanical safe lock options.,The business model and offerings are clearly articulated. Target audience is somewhat clear.,610.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
KODRA,,http://www.kodra.de,Yes,"The company provides ""Steckbeckenspüler für Krankenhäuser und Pflege"" (bedpan washers for hospitals and care facilities), indicating a business-to-business focus.",Yes,"The company serves hospitals and care facilities, and mentions ""Krankenhäuser"" and ""Pflegeheime"" as references, suggesting a large customer base and the capacity to serve over 1,000 customers. They also mention ""Länder"", implying international reach.",+497117200219,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Pharmazeutische Verpackungstechnologie, das ebenfalls Pflegeeinrichtungen (einschließlich Pflegeheime und Seniorenheime) anspricht. Für dieses Unternehmen generieren wir täglich 10 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","KODRA GmbH & Co. KG, based in Stuttgart, Germany, is a company specializing in the development and manufacturing of cleaning and disinfection equipment, particularly bedpan washers (Steckbeckenspüler) for hospitals and nursing facilities. With nearly a century of experience, KODRA emphasizes high-quality, 'Made in Germany' technology and customized solutions to meet the hygiene standards of healthcare environments. Their product line includes EASYCLEAN, CLEANIUS, and MULTICLEAN bedpan washers, with MULTICLEAN being uniquely designed to clean the Cleanius ergonomic bedpan. KODRA's products incorporate features like the Kotronik microprocessor control for precise A0-value management, ensuring high levels of disinfection and hygiene documentation. The company focuses on sustainability and resource-efficient production, aiming to optimize water, detergent, and energy usage while maintaining high cleaning performance. KODRA also offers comprehensive services, including installation, maintenance, and hygiene consulting, to ensure the reliable and efficient operation of their equipment. The company's history includes the invention of the modern fecal rinse by Walter Fischer, the founder, and a continuous focus on innovation in hygiene technology for healthcare.",go.ecoblister GmbH,Gemeinsame Zielgruppe: Pflegeeinrichtungen (einschließlich Pflegeheime und Seniorenheime).; go.ecoblister bietet Lösungen für die Medikamentenverpackung in Pflegeeinrichtungen.; Kodra bietet Reinigungs- und Desinfektionsgeräte für Betten in Krankenhäusern und Pflegeeinrichtungen an.,Medical Equipment Manufacturing,"Industry: Sustainable Blister Packaging Solutions; Pharmaceutical Packaging Technology (specifically for pharmacies, care facilities, and blister centers); Services/Products: Sustainable medication calendars (100% plastic-free blister packs); BlisterJacky® (light-guided system for filling blister cards); Celia® Blisterautomat (automated blister production machine); Blistering machines for various needs; Sustainable consumables (e.g., plastic-free blister cards); Training; Setup and optimization support; Occupational safety solutions.; Target Audience: Pharmacies; Care facilities (including nursing homes and retirement homes); Blister centers.; Business Model: Product-driven (selling machines like BlisterJacky®, Celia® Blisterautomat, and consumables like sustainable blister cards) with significant service components (training, setup, support, optimization).; Company Size: Unknown/Not Specified; Innovation Level: ""innovativer Anbieter"" (innovative provider); ""plastikfreie und kompostierbare Medikamentenverpackungen"" (plastic-free and compostable medication packaging); BlisterJacky® as a ""Lichtgeführtes System"" (light-guided system); Celia® Blisterautomat as an ""Automatisierte Lösung"" (automated solution); ""innovativen Automatisierungssystemen"" (innovative automation systems); ""Modular & skalierbar – von manuellen Systemen bis zur Automatisierung"" (modular & scalable – from manual systems to automation).",10.0,1,True,True,Appears Medium,EASYCLEAN bedpan washers; CLEANIUS bedpan washers; MULTICLEAN bedpan washers; Installation services; Maintenance services; Hygiene consulting,High-quality 'Made in Germany' technology; Customized solutions; Resource-efficient production; Precise A0-value management,Hospitals; Nursing facilities,Manufacturing and service of specialized cleaning and disinfection equipment,SME,Invention of the modern fecal rinse; Kotronik microprocessor control,The business model and target audience are clearly articulated in the summary.,612.0,Success
OKO Institut,'+49 33 1718949,http://www.oko-potsdam.de,No,"The text describes a learning therapy institute, which primarily serves individual students, not businesses. There are no B2B keywords present.",No,"The text describes a local institute in Potsdam. There is no indication of scale or the ability to serve 1000+ customers. It is a single location providing therapy, suggesting a limited capacity.",,,,,Pre-qualification failed: Not_B2B,Unknown/Not Specified,,,,,,,,,,,,,,613.0,Success
Bad Zwischenahn,,http://www.fewo-badzwischenahn-nordufer.de,No,"The text describes a Ferienwohnung (vacation apartment) offered by Familie Kutscher, indicating a service for individual consumers, not businesses.",No,"The text describes a single vacation apartment offered by a family, suggesting a small, localized operation that would not serve 1000 customers. There is no indication of scalability or multiple locations.",,,,,Pre-qualification failed: Not_B2B,Manufacturing Sector (B2B),,,,,,,,,,,,,,614.0,Success
Aeugst am Albis,,http://www.aeugst-albis.ch,No,"The text describes a municipality providing services to its residents, not businesses. There are mentions of 'Gemeinde', 'Schule', 'Restaurants', and services like 'Kinderkrippe' and 'Hundekontrolle', indicating a focus on individual citizens.",Yes,"The text mentions a municipality with approximately '2’000 Einwohnerinnen und Einwohnern', indicating it serves more than 1,000 customers (residents).",,,,,Pre-qualification failed: Not_B2B,Public Sector / Government (B2B),,,,,,,,,,,,,,615.0,Success
scanplus baskets Elchingen,,http://www.scanplusbaskets.de,Yes,"The text mentions 'Sponsoring & Anzeigen' (Advertising), indicating that the organization seeks partnerships with other businesses, suggesting a B2B aspect.",Yes,"The text mentions 'Ticketpreise' for 'Hauptrundenspiele' (main round games) and 'Dauerkarte' (season tickets), suggesting a large audience and the capacity to serve many customers. The mention of 'VIP Dauerkarte' also indicates a higher-end offering that could be targeted at businesses.",,,,,LLM Partner Matching Failed or No Match Found,Basketball Team,,,,,,Appears Small,Basketball games; Youth basketball programs; Individual training programs (KiSS & BiSZ),,Basketball fans; Youth players; Sponsors,"Sports team with ticket sales, sponsorships, and training programs",SME,,The summary clearly describes the team's activities and offerings.,616.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
EMS Maritime Services B.V. Niederlassung Papenburg,,http://www.ems-maritimeservices.de,Yes,"The company provides ""Transport und Logistik"" services to MEYER WERFT, indicating a B2B relationship.",Yes,"The company is a ""langjähriger Partner der MEYER WERFT"" and has ""ca. 350 Mitarbeitende"", suggesting a large-scale operation capable of serving many customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das sich auf die Optimierung von Transport- und Lieferkettenprozessen für Unternehmen im Logistiksektor spezialisiert hat. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","EMS Maritime Services B.V., established in 2002 as ""EDL Ems Dienstleistung"" in Papenburg, Germany, operates as a long-term partner of MEYER WERFT. Originally founded with both social and economic considerations, the company supports MEYER WERFT in various areas, primarily focusing on transport and logistics with approximately 350 employees. They offer employment opportunities in a collegial atmosphere within one of Germany's largest shipyards and are regularly seeking qualified personnel. The company's services are centered around supporting the shipbuilding industry through logistics and transport solutions.",NxtLog,"Gemeinsame Branche: Logistik und Transport, insbesondere im Bereich der maritimen Dienstleistungen.; Ähnliche Produkte/Services: Digitale Lösungen zur Optimierung von Logistikprozessen und Lieferketten.; Gemeinsamer Fokus auf die Unterstützung der Schiffbauindustrie.",Maritime Services,"Industry: Digital Solutions for Logistics and Transport; Logistics Software; Supply Chain Management Solutions; Services/Products: Digital logistics solutions (software for optimization and automation of logistics processes); Supply chain management (enhancing transparency and control via intelligent tracking and monitoring systems); Real-time data analysis (for improving efficiency and decision-making in logistics); AI-supported optimization (for logistics planning, supply chain analysis, and route optimization); Individual analysis and consulting for digital transformation of logistics processes; Optimization of warehouse and shipping logistics.; Target Audience: Companies in the logistics, transport, and supply chain management sectors seeking to digitize and make their processes more efficient; Logistics service providers needing fully automated solutions for planning, tracking, and analyzing their supply chains; Companies aiming to optimize their shipping logistics and warehousing through smart software solutions.; Business Model: Software development; Consulting; Service-oriented (custom solutions and implementation); Product-driven (software solutions).; Company Size: …; Innovation Level: Innovative digital solutions; Modern technology; Real-time data; AI-supported optimization; Artificial intelligence; Digital transformation; Smart software solutions; Latest developments in digital logistics.",5.0,20,True,True,Appears Medium,Transport solutions; Logistics solutions; Support for shipbuilding industry,Long-term partnership with MEYER WERFT; Collegial atmosphere; Employment opportunities,MEYER WERFT; Shipbuilding industry,Service-oriented; Logistics and transport support,SME,,"The business model and target group are reasonably clear, focusing on supporting MEYER WERFT and the shipbuilding industry with logistics and transport.",619.0,Success
Norbert-Gymnasium,'+49 213 353180,http://www.norbert-gymnasium.de,Yes,"The text mentions ""Firmen und Gastronomien bestellen im Regelfall via Mail und erhalten dann ihre Lieferung unkompliziert auf dem Postweg"", indicating sales to businesses.",Yes,"The text describes a school, Norbert-Gymnasium Knechtsteden, which inherently serves a large number of students (customers). The mention of ""Schulbusse"" and ""Sportinternat"" also suggests a significant scale.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning, das digitale Lernplattformen für den Bildungssektor anbietet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","The website represents the Norbert-Gymnasium Knechtsteden (NGK), a school that appears to be located in Knechtsteden, Dormagen, Germany. It offers a comprehensive education with a Christian foundation, catering to students from Erprobungsstufe (transition from primary), through Mittelstufe (middle school), to Oberstufe (upper school/high school). The school emphasizes holistic education, including academic subjects, extracurricular activities (AGs & Teams), and sports, and is recognized as an NRW Sportschule (a sports-focused school in North Rhine-Westphalia). NGK provides a range of services including counseling, pastoral care, and career guidance. It also has a strong focus on digitalization, fair trade (Fair-Trade-Company), and international partnerships (Erasmus projects). The school has a student-run 'Fair Trade Company' that sells fair-trade products, including their own 'Knechtsteden Café,' a bio-certified coffee. Proceeds from the Fair Trade Company support charitable organizations focused on children in Africa. The school also provides facilities such as a sports internat, a library (Norbert-Bibliothek), a cafeteria, and a park. The website provides information about the school's profile, admissions, staff, and various activities and events.",Relias Learning GmbH,"Gemeinsame Ausrichtung auf den Bildungssektor.; Relias Learning bietet digitale Lernplattformen, die potenziell für Bildungseinrichtungen relevant sind.; Norbert-Gymnasium legt Wert auf Digitalisierung, was mit den digitalen Lösungen von Relias Learning übereinstimmt.",Education,"Industry: E-Learning; Digital Education for Healthcare and Social Services; Services/Products: Digital learning platforms; Tailored e-learning solutions for hospitals, nursing homes, social institutions, and emergency services; Online courses with interactive modules and certificates; Legally compliant digital certifications and automatic documentation for mandatory training; Personnel development with individual learning plans and competency analyses.; Target Audience: Healthcare sector (hospitals, nursing homes, medical professionals, nurses); Social care sector (social institutions, social workers); Emergency services.; Business Model: Provider of digital learning platforms and e-learning solutions (likely SaaS or subscription-based).; Company Size: SME (General); Innovation Level: Focus on ""digital"" solutions (digital further education, digital learning platforms, digital certificates, automatic documentation); E-Learning; Interactive modules; Development of digital education solutions.",8.0,6,,,Appears Large / >=500 potential,Comprehensive education; Counseling; Pastoral care; Career guidance; Extracurricular activities; Sports; Fair-trade products,Christian foundation; Holistic education; Focus on digitalization; Fair trade; International partnerships,Students from Erprobungsstufe to Oberstufe,Educational institution,Large Enterprise,"Strong focus on digitalization, fair trade (Fair-Trade-Company), and international partnerships (Erasmus projects).",The business model and target audience are clearly articulated in the summary.,620.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Lambert Fils & Filles Sàrl,,http://www.lff-ge.ch,Yes,"The company provides jewelry and watch setting services to ""une clientèle internationale composée des noms les plus prestigieux dans leur domaine,"" indicating a B2B service.",Yes,"The company serves an ""internationale"" clientele and works with ""les noms les plus prestigieux,"" suggesting a large-scale operation and the capacity to serve over 1,000 customers.",+41227564060,,,,LLM Partner Matching Failed or No Match Found,Jewelry and Watchmaking,,,,True,True,Appears Medium,"Gem setting (sertissage); Jewelry making; Watchmaking; Project management (consulting, design, execution)",Artisanal gem setting; Expertise in luxury brands; Comprehensive project management; Swiss craftsmanship,Prestigious luxury brands,Service-oriented; Project-based consulting,SME,Emphasis on modernism alongside tradition.,Business model and target group are reasonably clear from the summary.,622.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Elektro Fischer Berlin GmbH,'+49 30 2005360,http://www.karriere-elektrofischerberlin.de,Yes,"The company provides ""elektrotechnische Ausrüstung von Anlagen und Gebäuden"", indicating services for other businesses.",No,"The company has approximately 80 employees, and the text does not suggest a large-scale operation or the capacity to serve thousands of customers. The text mentions a group of 100 employees, but it is not clear if this refers to the same company or a larger group.",,,,,Pre-qualification failed: Capacity_Under_1000,Manufacturing Sector (B2B),,,,,,,,,,,,,,625.0,Used_Fallback_Description
Grafikstudio,,http://www.grafikstudio-hoffmann.de,,,,,,,,,No text collected from website scraping and no fallback,Digital Media / Creative Tech,,,,,,,,,,,,,,626.0,Success
Kletterhalle7,'+41 61 331 07 07,http://www.kletterhalle7.ch,Yes,"The text mentions ""Events"", suggesting the possibility of corporate events, which indicates a B2B aspect.",No,"The text describes a local climbing gym in Basel, suggesting a limited capacity and local focus. The scale appears small, not indicative of serving thousands of customers.",,,,,Pre-qualification failed: Capacity_Under_1000,Healthcare Services,,,,,,,,,,,,,,627.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
ICE Bar,,http://www.ice.bar,Unknown,"The text ""ICE Bar"" does not provide enough information to determine if it is B2B or B2C.",No,"The text ""ICE Bar"" suggests a single, localized establishment, making it unlikely to serve 1000+ customers.",,,,,Pre-qualification failed: Not_B2B,Food & Beverage,,,,,,,,,,,,,,630.0,Used_Fallback_Description
AbwasserVerband,,http://www.abwasserverband.net,Yes,"The company is an 'AbwasserVerband' (wastewater association) serving municipalities ('Gemeinden Stuhr, Weyhe und die Samtgemeinde Harpstedt'), indicating a B2B service.",Yes,"As a wastewater association serving multiple municipalities, it is highly likely that they serve well over 1,000 customers. The text mentions 'kommunale Aufgabe der Abwasserentsorgung' (municipal task of wastewater disposal), implying a large scale operation.",,,,,LLM Partner Matching Failed or No Match Found,Wastewater Treatment,,,,True,True,Appears Medium,Sewage network services; Sewage treatment plant services; Customer service; Emergency services; Wastewater billing; Connection costs,Ensures wastewater is treated according to legal regulations; Returns wastewater to the natural cycle as clean water,"Municipalities; Residents of Stuhr, Weyhe, and Harpstedt",Service-oriented; Communal wastewater disposal and treatment,SME,,The business model and services are clearly communicated. The target group is implied through the municipalities served.,631.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Parfümerie Becker,,http://www.schwanen-parfuemerie-becker.de,Yes,"The company 'united-domains' provides domain registration and related services, which are typically used by businesses. The text mentions 'Domain-Portfolio' and 'DNS-Einträge ändern', indicating services for businesses.",Yes,"The company is a domain registrar ('united-domains - Die besten Adressen fürs Web'), which implies a large customer base and scalable infrastructure. The mention of 'Domain-Portfolio' also suggests a large number of customers.",,,,,LLM Partner Matching Failed or No Match Found,Domain Registration Services,,,,True,,Appears Large / >=500 potential,Domain registration; Homepage builder; Web forwarding; Email settings; Webspace; DNS record modification,Online domain configuration; Wide range of domain-related services; New domain extensions,,Domain registration and related services provider,Unknown/Not Specified,,"The business model is clear, but the target audience is not explicitly stated.",633.0,Success
GesBiT,,http://www.gesbit.de,Yes,"The company focuses on 'Projekten in den Bereichen Arbeitsmarkt und Beschäftigung, des lebensbegleitenden Lernens sowie der Demokratie- und Integrationsförderung auf Bundes-, Landes- und kommunaler Ebene,' indicating services provided to organizations.",Yes,"The company operates 'auf Bundes-, Landes- und kommunaler Ebene,' suggesting a large-scale operation capable of serving many customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich KI-Lösungen und Cloud-Entwicklung, das sich auf die digitale Automatisierung von Geschäftsprozessen für andere Unternehmen spezialisiert hat. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","GesBiT mbH focuses on the development, consulting, and implementation of innovative and socially oriented projects in the areas of labor market and employment, lifelong learning, and the promotion of democracy and integration at the federal, state, and municipal levels.",Linovy,"Gemeinsame Ausrichtung auf Consulting-Dienstleistungen.; Fokus auf digitale Automatisierung und innovative Projekte.; Linovy bietet Förderberatung für Digitalisierungsprojekte, was gut zu Gesbit's sozial orientierten Projekten passen könnte.",Consulting,"Industry: AI Solutions; Cloud Development; Digital Automation; Funding Consulting (for digitalization projects); Services/Products: AI-supported automation (development of custom AI systems); Cloud technologies (consultation & implementation of scalable cloud solutions); Funding procurement (for digital automation solutions with AI); Prototyping & consultation (validation of ideas with ready-to-use solutions).; Target Audience: Companies (general B2B); Business Model: Service-oriented (consulting, development, implementation); Project-based (custom solutions).; Company Size: Unknown/Not Specified; Innovation Level: Artificial Intelligence (AI); Cloud development; Digital automation; Custom AI solutions; Future-proof digitalization; AI transformation.",5.0,40,True,True,Appears Medium,Development of socially oriented projects; Consulting; Implementation of projects,Innovative projects; Socially oriented projects,Federal level; State level; Municipal levels,Service-oriented; Project-based consulting,Unknown/Not Specified,Summary mentions innovative projects.,The business model and target audience are reasonably clear from the summary.,634.0,Used_Fallback_Description
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
