Company Phone,Website,Industry,# Employees,Company,original_index,is_b2b,serves_1000,sales_pitch,matched_golden_partner,match_reasoning
'+49 231 4278850,http://www.innosoft.de,information technology & services,25,Innosoft GmbH,8027,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Consulting, das sich auf digitale Transformation im Bereich Wartung und Anlagenmanagement für Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf die Optimierung von Wartungsprozessen.; Ähnliche Schwerpunkte: IT-Lösungen für die Instandhaltung und das Asset Management.; Überschneidung bei der Zielgruppe: Industrieunternehmen mit komplexen technischen Anlagen.
,http://www.heitmann-it.net,information technology & services,20,Heitmann IT GmbH,8035,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen mit komplexen technischen Anlagen konzentriert. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Dienstleistungen und Beratung.; Fokus auf digitale Transformation und Optimierung von Prozessen.; Angebot von IT-Projektmanagement und kundenspezifischen Softwarelösungen.
,http://www.ten-haaft.com,telecommunications,17,ten Haaft,8037,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine innovative App für digitales Vermessen und Navigation im Tiefbau anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",SitePlan GmbH,Ähnliche technologische Ausrichtung: GPS-gestützte Lösungen.; Überschneidung im Bereich mobiler Technologien.; Potenzielle Synergien im Bereich der digitalen Lösungen für spezifische Branchen.
'+49 30 920300900,http://www.polmetal.de,,21,Polmetal GmbH,8038,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das ebenfalls die Stahl- und Bauindustrie anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",project Service & Produktion GmbH,"Überschneidung in der Zielgruppe: Stahlindustrie und Bauindustrie.; Ähnliche Produkte/Services: Automatisierungstechnologie, die in der Stahlverarbeitung und im Bauwesen eingesetzt werden kann."
'+49 234 545039900,http://www.dimate.de,information technology & services,16,DIMATE GmbH,8048,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die Digitalisierung von Wartungsprozessen und Asset Management für Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Gemeinsame Ausrichtung auf die Digitalisierung industrieller Prozesse.; RODIAS bietet IT-Lösungen für die Wartung und das Asset Management komplexer technischer Anlagen, was gut zu DIMATEs Angeboten passt.; Beide Unternehmen fokussieren sich auf die Optimierung von Prozessen durch Softwarelösungen."
,http://www.agentur-lautstark.de,marketing & advertising,25,Lautstark GmbH,8051,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die ebenfalls Webentwicklung, SEO und Online-Marketing für Unternehmen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Digitalagentur1,"Beide Unternehmen sind im Bereich digitale Dienstleistungen tätig.; Digitalagentur1 bietet ähnliche Services wie Webentwicklung, SEO und Online-Marketing an.; Die Zielgruppe beider Unternehmen sind primär Unternehmen (B2B)."
,http://www.tecuri.de,information technology & services,15,tecuri GmbH,8052,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation im Industriesektor spezialisiert hat, insbesondere im Bereich Wartung und Anlagenmanagement. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Lösungen für Unternehmen.; Fokus auf digitale Transformation und Prozessoptimierung.; Angebot von kundenspezifischen Softwarelösungen.
'+49 421 648550,http://www.buehrmann-gruppe.de,real estate,15,Bührmann Gruppe,8061,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das sich auf die Digitalisierung und Effizienzsteigerung von Logistikprozessen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",NxtLog,"Überschneidung im Bereich Logistik: Bührmann-Gruppe bietet Logistikdienstleistungen an, NxtLog bietet digitale Lösungen für Logistik.; Potenzielle Synergien: NxtLog kann die Logistikprozesse der Bührmann-Gruppe durch digitale Lösungen optimieren.; Gemeinsames Interesse an Effizienzsteigerung und Automatisierung von Prozessen."
'+49 613 190688100,http://www.gaul-catering.de,food & beverages,22,Gaul Catering,8069,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Premium-Schokoladenherstellung, das ebenfalls Hotels und Gastronomie mit individuellen Gourmet-Lösungen beliefert. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Coppeneur,Gemeinsame Zielgruppe: Hotels & Gastronomie (für Catering-Dienstleistungen bzw. individuelle Gourmet-Lösungen).; Überschneidung im B2B-Bereich: Angebot von kundenspezifischen Lösungen für Unternehmen (z.B. Firmengeschenke).; Ähnlicher Fokus auf hochwertige Produkte und Dienstleistungen.
,http://www.hadi-plast.de,plastics,22,Hadi-Plast GmbH,8073,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das Verpackungs- und Palettiermaschinen für die Automobilindustrie herstellt. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",project Service & Produktion GmbH,"Überschneidung im Bereich Automatisierungstechnologie.; Hadi-Plast stellt Spritzgussteile her, project Service & Produktion bietet Verpackungs- und Palettiermaschinen.; Beide bedienen die Automobilindustrie."
'+49 511 1235990,http://www.talicom.de,information technology & services,16,talicom GmbH,8075,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation im Industriesektor spezialisiert hat, insbesondere im Bereich Wartung und Anlagenmanagement. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Dienstleistungen und Beratung.; Fokus auf die Bereitstellung von IT-Lösungen für Unternehmen.; Überschneidung im Bereich der digitalen Transformation und Prozessoptimierung.
'+49 461 493050,http://www.adelby1.de,management consulting,33,Adelby 1,8078,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für den Gesundheits- und Sozialbereich, das sich an Kindertagesstätten, Familienzentren und ähnliche Einrichtungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,Überschneidung im Bereich soziale Dienstleistungen.; Digitales Lernen als gemeinsame Komponente.; Mögliche Synergien im Bereich der Personalentwicklung.
'+49 221 500031261,http://www.studycheck.de,government administration,17,StudyCheck,8085,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Medien und Verlagswesen, das sich an kleine und mittelständische Unternehmen (KMU) in Deutschland richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Schlütersche Verlagsgesellschaft mbH & Co. KG,"Branchenüberschneidung: Medien (Verlagswesen und digitale Marketingdienstleistungen) mit Fokus auf Bildung.; Zielgruppe: Kleine und mittelständische Unternehmen (KMU) in Deutschland, ähnlich den Hochschulen, die Studycheck erreichen möchte.; Dienstleistungen: Online-Marketing-Dienstleistungen für KMU, einschließlich Website-Erstellung, SEO, SEA und Social-Media-Marketing, was für Studycheck relevant sein könnte."
,http://www.steuerpartner.eu,law practice,17,Steuerpartner,8086,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Software für Steuerberater, das ebenfalls Steuerberater und deren Mandanten anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",DIGI-BEL,Direkte Zielgruppe: Steuerberater und deren Mandanten.; Fokus auf Digitalisierung von Dokumenten und Kommunikation im Steuerbereich.; Software-as-a-Service (SaaS) Plattform für Steuerberatungsunternehmen.
'+49 92 13489990,http://www.oplayo.com,information technology & services,17,Oplayo GmbH,8087,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digital Marketing Agentur, die ebenfalls Webdesign, SEO und Performance Marketing für mittelständische Unternehmen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",PNP Media,"Ähnliche Dienstleistungen im Bereich SEO und Performance Marketing.; Fokus auf die Steigerung der Online-Sichtbarkeit und Leadgenerierung.; Zielgruppe: Unternehmen, die digitale Marketingstrategien benötigen."
'+49 76 2372240,http://www.carela-group.com,international trade & development,16,CARELA GmbH,8112,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Großhandel für Reinigungs- und Pflegeprodukte, das sich ebenfalls an professionelle Anwender im Reinigungs- und Pflegebereich richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",GVS-GROSSVERBRAUCHERSPEZIALISTEN eG,"Gemeinsame Ausrichtung auf Reinigungs- und Hygieneprodukte.; Überschneidung im Bereich Desinfektionsmittel.; Gemeinsame Zielgruppe: Professionelle Anwender im Reinigungs- und Pflegebereich, einschließlich des Gesundheitswesens."
,http://www.hermaid.me,"health, wellness & fitness",15,Hermaid,8114,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning im Gesundheits- und Sozialwesen, das sich ebenfalls an Unternehmen richtet, die ihre Mitarbeiter weiterbilden möchten. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,"Gemeinsame Zielgruppe: Gesundheits- und Sozialwesen (Krankenhäuser, Pflegeheime, soziale Einrichtungen); Ähnliche Produkte/Services: Digitale Lernplattformen und E-Learning-Lösungen; Fokus auf digitale Weiterbildung und Personalentwicklung"
'+49 221 42292960,http://www.alh-akademie.de,higher education,16,ALH-Akademie,8129,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für das Gesundheits- und Sozialwesen, das Online-Kurse mit interaktiven Modulen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,Gemeinsame Ausrichtung auf digitale Bildungslösungen.; Zielgruppe: Gesundheits- und Sozialwesen (ähnlich den psychologischen und naturheilkundlichen Bereichen der Zielorganisation).; Angebot von Online-Kursen mit interaktiven Modulen und Zertifikaten.
,http://www.hallo-muenchen.de,publishing,15,Hallo München,8134,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Medien und digitale Marketingdienstleistungen, das sich ebenfalls an kleine und mittlere Unternehmen (KMUs) richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Schlütersche Verlagsgesellschaft mbH & Co. KG,"Gemeinsame Branche: Medien (Verlagswesen und digitale Marketingdienstleistungen); Schlütersche bietet Online-Marketing-Dienstleistungen für KMUs an, einschließlich Website-Erstellung, SEO, SEA und Social-Media-Marketing, was mit den Werbedienstleistungen von Hallo München übereinstimmt.; Beide Unternehmen bedienen KMUs (kleine und mittlere Unternehmen)."
'+49 89 41147950,http://www.forensik.it,information technology & services,18,FORENSIK.IT GmbH,8136,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Bereich Wartung und Asset Management komplexer technischer Anlagen für Industrieunternehmen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Branche: IT-Beratung mit Fokus auf digitale Transformation.; Dienstleistungen: IT-Lösungen für die Wartung und das Asset Management komplexer technischer Anlagen.; Zielgruppe: Industrieunternehmen mit komplexen technischen Anlagen.
'+49 511 673790,http://www.pro-beruf.de,information technology & services,17,Pro Beruf GmbH,8139,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für den Gesundheits- und Sozialbereich, das ebenfalls soziale Einrichtungen und Organisationen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,Gemeinsame Ausrichtung auf den Bereich Bildung und soziale Dienstleistungen.; Ähnliche Zielgruppe: Soziale Einrichtungen und Organisationen.; Fokus auf digitale Lernplattformen und E-Learning-Lösungen zur beruflichen Weiterbildung.
'+49 22 1669614,http://www.eceon.tech,machinery,15,ECEON Robotics,8140,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das Verpackungs- und Palettierroboter für die Fertigungsindustrie herstellt. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",project Service & Produktion GmbH,"Gemeinsame Branche: Automatisierungstechnik und Robotik.; Ähnliche Produkte/Services: Beide Unternehmen bieten Robotiklösungen an, ECEON im Bereich mobile Roboter und project Service & Produktion GmbH im Bereich Verpackungs- und Palettierroboter.; Überschneidung bei Zielkunden: Beide bedienen die Fertigungsindustrie."
'+49 251 5799397,http://www.lapstore.de,computer networking,28,LapStore,8142,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich nachhaltige Technologieprodukte, das wiederverwendbare Visitenkarten mit NFC-Technologie anbietet und sich an Unternehmen und Privatpersonen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Tap to Tie,Ähnliche Produkte/Services: Beide bieten IT-bezogene Produkte an.; Beide Unternehmen zielen auf moderne und effiziente Lösungen ab.
,http://www.scan-2-get.com,marketing & advertising,16,Scan2Get,8147,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die sich auf Webentwicklung und E-Commerce spezialisiert hat und Unternehmen bei der Automatisierung ihrer Prozesse unterstützt. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Digitalagentur1,Gemeinsame Ausrichtung auf digitale Lösungen für Unternehmen.; Überschneidung im Bereich Webentwicklung und E-Commerce.; Ähnliche Dienstleistungen im Bereich Automatisierung und Digitalisierung von Prozessen.
'+49 1579 2457673,http://www.hiddengyms.de,"health, wellness & fitness",13,Hidden.,8155,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich betriebsärztliche Versorgung, das ebenfalls Unternehmen (B2B) anspricht und sich auf das Wohlbefinden am Arbeitsplatz konzentriert. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Health Works,"Gemeinsame Zielgruppe: Unternehmen (B2B); Beide fokussieren auf das Wohlbefinden am Arbeitsplatz, wenn auch auf unterschiedliche Weise (Mikroräume vs. betriebsärztliche Versorgung).; Health Works bietet ""moderne Betreuungskonzepte"" an, was mit dem Fokus auf ""Automatisierung"" und ""App-basiert"" bei Hidden Gyms übereinstimmt."
'+49 911 3663360,http://www.werk-b.events,events services,21,werk :b events,8157,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Custom Merchandise, das ebenfalls Unternehmen anspricht, die Veranstaltungen durchführen und Merchandise benötigen. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",DasMerch,"Ähnliche Dienstleistungen: Angebot von Full-Service-Produktion von Design bis zur Logistik.; Gemeinsame Zielgruppe: Unternehmen, die Veranstaltungen durchführen und Merchandise benötigen.; Überschneidung bei der Erstellung von individuellen Produkten für Veranstaltungen."
'+49 4322 75775,http://www.glindemanngruppe.de,architecture & planning,19,Glindemann Gruppe,8158,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das sich auf Verpackungs- und Fördertechnik für die Bauindustrie und andere Branchen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",project Service & Produktion GmbH,"Überschneidung in der Zielgruppe: Bauindustrie (Glindemann: Bauunternehmen, project Service: Bauindustrie); Ähnliche Dienstleistungen: Glindemann bietet Erdarbeiten an, project Service bietet Fördertechnik für Stückgüter an, was in Bauprojekten relevant sein kann.; project Service bietet Automatisierungslösungen, die für Unternehmen im Bereich Abfallwirtschaft und Recycling interessant sein könnten."
'+49 254 19390,http://www.coesfeld.de,executive office,28,Stadt Coesfeld,8160,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen und Smart-Home-Technologie, das sich ebenfalls an Seniorenresidenzen und Pflegeeinrichtungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",visitronic GmbH,Zielgruppe: Seniorenresidenzen und Pflegeeinrichtungen (speziell für Schwesternrufsysteme).; Produkte/Services: Beratung und Implementierung innovativer Schwesternrufsysteme und Lichtrufsysteme.; Technologische Überschneidung: Smart-Home-Technologie.
,http://www.fsd-stiftung.de,civic & social organization,23,FSD-Stiftung,8162,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning und digitale Bildung für den Gesundheits- und Sozialbereich, das ebenfalls soziale Einrichtungen und Organisationen im Sozialwesen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,"Gemeinsame Zielgruppe: Soziale Einrichtungen und Organisationen im Sozialwesen.; Ähnliche Dienstleistungen: Digitale Lernplattformen und E-Learning-Lösungen für den Sozialbereich.; Fokus auf Personalentwicklung und Weiterbildung, was für Non-Profit-Organisationen relevant ist."
,http://www.lidicehaus.de,government administration,15,Lidice Haus,8169,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning, das digitale Lernplattformen für Bildungseinrichtungen und Jugendgruppen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,Gemeinsame Zielgruppe: Bildungseinrichtungen und Jugendgruppen durch E-Learning-Plattformen.; Ähnliche Produkte/Services: Digitale Lernplattformen und Bildungsprogramme.; Fokus auf digitale Bildungslösungen.
,http://www.langenbachgmbh.de,wholesale,15,Langenbach GmbH,8177,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Industriesektor spezialisiert hat und Lösungen für die Wartung und das Anlagenmanagement komplexer technischer Anlagen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Überschneidung im Bereich Industriesektor.; Beide Unternehmen bieten Dienstleistungen für komplexe technische Anlagen an.; RODIAS GmbH bietet IT-Lösungen für Wartung und Anlagenmanagement, was zu Langenbach GmbHs Angebot an Industrietechnik passt."
'+49 231 5841980,http://www.wallmeyer.de,medical devices,17,Wallmeyer GmbH,8179,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning und digitale Weiterbildung, das sich ebenfalls an den Gesundheitssektor (Krankenhäuser, Pflegeheime, Rettungsdienste) richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,"Gemeinsame Zielgruppe: Gesundheitswesen (Krankenhäuser, Pflegeheime, medizinisches Fachpersonal) und Rettungsdienste.; Ähnliche Produkte/Services: Digitale Lernplattformen und E-Learning-Lösungen für den Gesundheitsbereich.; Fokus auf digitale Weiterbildung und interaktive Lernmodule."
'+49 89 21525190,http://www.resqpool.de,staffing & recruiting,23,RESQPool GmbH,8181,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Personalvermittlungsplattformen im Gesundheitswesen, das ebenfalls Arbeitgeber im Gesundheitssektor anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",MEDWING GmbH,"Gemeinsame Branche: Personalvermittlung im Gesundheitswesen.; Ähnliche Dienstleistungen: Bereitstellung von Personal für Notfalldienste.; Gemeinsame Zielgruppe: Arbeitgeber im Gesundheitssektor, einschließlich Notfalldienste."
'+49 714 1284981,http://www.awo-ludwigsburg.de,"health, wellness & fitness",22,AWO Ludwigsburg,8183,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Healthcare-Technologie, das interaktive Aktivitätstische für Pflegeeinrichtungen anbietet, die sich an Senioren und Menschen mit kognitiven Einschränkungen richten. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",De BeleefTV,Gemeinsame Zielgruppe: Betreuungseinrichtungen für Senioren und Menschen mit kognitiven Einschränkungen.; Ähnliche Dienstleistungen/Produkte: Interaktive Technologien zur Unterstützung von Senioren und zur Förderung der kognitiven Fähigkeiten.; Fokus auf die Bereitstellung von Dienstleistungen für ältere Menschen.
,http://www.mathplus.de,research,20,MATH+,8186,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation im Industriesektor spezialisiert hat und Unternehmen mit komplexen technischen Anlagen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Anwendungsorientierte Forschung im Bereich der komplexen technischen Anlagen.; IT-Beratung und Entwicklung kundenspezifischer Softwarelösungen.; Fokus auf digitale Transformation und Prozessoptimierung.
,http://www.lmig.at,"health, wellness & fitness",16,LMIG,8187,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für das Gesundheits- und Sozialwesen, das sich ebenfalls an Gesundheitsorganisationen und deren Mitarbeiter richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,"Gemeinsame Zielgruppe: Gesundheitswesen (Krankenhäuser, Pflegeheime, medizinisches Fachpersonal); Ähnliche Dienstleistungen: Digitale Lernplattformen und E-Learning-Lösungen; Fokus auf die Bereitstellung von Schulungen und Weiterbildungen für Fachkräfte im Gesundheitswesen"
,http://www.tc-systems.ch,information technology & services,30,TC Systems SA,8191,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation im Industriesektor spezialisiert hat und sich ebenfalls an kleine und mittelständische Unternehmen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Beratung und kundenspezifische IT-Lösungen.; Fokus auf digitale Transformation und Prozessoptimierung.; Ähnliche Dienstleistungen im Bereich Consulting und Service.
'+49 531 88617470,http://www.confiniti.de,management consulting,22,Confiniti GmbH,8196,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Industriesektor spezialisiert hat und Unternehmen mit komplexen technischen Anlagen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Beratung und digitale Transformation.; Ähnliche Dienstleistungen im Bereich IT-Projektmanagement und kundenspezifische Softwareentwicklung.; Fokus auf die Optimierung von Geschäftsprozessen durch IT-Lösungen.
